#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
"
68,CVE-2022-32411,,,,2022-07-01,2022-07-13,6.5,None,Remote,Low,???,Partial,Partial,"Partial	An issue in the languages config file of HongCMS v3.0 allows attackers to getshell.
"
69,CVE-2022-32386,787,,Overflow,2022-07-06,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Tenda AC23 v16.03.07.44 was discovered to contain a buffer overflow via fromAdvSetMacMtuWan.
"
70,CVE-2022-32385,787,,Exec Code Overflow,2022-07-06,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Tenda AC23 v16.03.07.44 is vulnerable to Stack Overflow that will allow for the execution of arbitrary code (remote).
"
71,CVE-2022-32383,787,,Overflow,2022-07-06,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Tenda AC23 v16.03.07.44 was discovered to contain a stack overflow via the AdvSetMacMtuWan function.
"
72,CVE-2022-32324,787,,Overflow,2022-07-01,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	PDFAlto v0.4 was discovered to contain a heap buffer overflow via the component /pdfalto/src/pdfalto.cc.
"
73,CVE-2022-32323,787,,Overflow,2022-07-14,2022-09-12,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	AutoTrace v0.40.0 was discovered to contain a heap overflow via the ReadImage function at input-bmp.c:660.
"
74,CVE-2022-32311,89,,Sql,2022-07-05,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Ingredient Stock Management System v1.0 was discovered to contain a SQL injection vulnerability via the id parameter at /isms/admin/stocks/view_stock.php.
"
75,CVE-2022-32310,77,,,2022-07-05,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	An access control issue in Ingredient Stock Management System v1.0 allows attackers to take over user accounts via a crafted POST request to /isms/classes/Users.php.
"
76,CVE-2022-32295,863,,,2022-07-01,2022-07-21,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	On Ampere Altra and AltraMax devices before SRP 1.09, the Altra reference design of UEFI accesses allows insecure access to SPI-NOR by the OS/hypervisor component.
"
77,CVE-2022-32294,863,,,2022-07-11,2022-07-15,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Zimbra Collaboration Open Source 8.8.15 does not encrypt the initial-login randomly created password (from the ""zmprove ca"" command). It is visible in cleartext on port UDP 514 (aka the syslog port).
"
78,CVE-2022-32284,330,,,2022-07-04,2022-07-11,7.8,None,Remote,Low,Not required,None,None,"Complete	Use of insufficiently random values vulnerability exists in Vnet/IP communication module VI461 of YOKOGAWA Wide Area Communication Router (WAC Router) AW810D, which may allow a remote attacker to cause denial-of-service (DoS) condition by sending a specially crafted packet.
"
79,CVE-2022-32207,276,,,2022-07-07,2022-09-16,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	When curl < 7.84.0 saves cookies, alt-svc and hsts data to local files, it makes the operation atomic by finalizing the operation with a rename from a temporary name to the final target file name.In that rename operation, it might accidentally *widen* the permissions for the target file, leaving the updated file accessible to more users than intended.
"
80,CVE-2022-32114,434,,Exec Code,2022-07-13,2022-07-25,6.5,None,Remote,Low,???,Partial,Partial,"Partial	An unrestricted file upload vulnerability in the Add New Assets function of Strapi v4.1.12 allows attackers to execute arbitrary code via a crafted file.
"
81,CVE-2022-32095,89,,Sql,2022-07-01,2022-07-09,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the editid parameter at orders.php.
"
82,CVE-2022-32094,89,,Sql,2022-07-01,2022-07-09,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the loginid parameter at doctorlogin.php.
"
83,CVE-2022-32093,89,,Sql,2022-07-01,2022-07-08,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the loginid parameter at adminlogin.php.
"
84,CVE-2022-32081,416,,,2022-07-01,2022-08-26,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	MariaDB v10.4 to v10.7 was discovered to contain an use-after-poison in prepare_inplace_add_virtual at /storage/innobase/handler/handler0alter.cc.
"
85,CVE-2022-32073,190,,Overflow,2022-07-13,2022-07-26,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	WolfSSH v1.4.7 was discovered to contain an integer overflow via the function wolfSSH_SFTP_RecvRMDIR.
"
86,CVE-2022-32058,835,,DoS,2022-07-07,2022-07-18,7.8,None,Remote,Low,Not required,None,None,"Complete	An infinite loop in the function httpRpmPass of TP-Link TL-WR741N/TL-WR742N V1/V2/V3_130415 allows attackers to cause a Denial of Service (DoS) via a crafted packet.
"
87,CVE-2022-32056,89,,Sql,2022-07-07,2022-07-15,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Online Accreditation Management v1.0 was discovered to contain a SQL injection vulnerability via the USERNAME parameter at process.php.
"
88,CVE-2022-32054,94,,Exec Code,2022-07-07,2022-07-15,10.0,None,Remote,Low,Not required,Complete,Complete,"Complete	Tenda AC10 US_AC10V1.0RTL_V15.03.06.26_multi_TD01 was discovered to contain a remote code execution (RCE) vulnerability via the lanIp parameter.
"
89,CVE-2022-32036,787,,Overflow,2022-07-01,2022-07-09,7.8,None,Remote,Low,Not required,None,None,"Complete	Tenda M3 V1.0.0.12 was discovered to contain multiple stack overflow vulnerabilities via the ssidList, storeName, and trademark parameters in the function formSetStoreWeb.
"
90,CVE-2022-32035,119,,Overflow,2022-07-01,2022-07-09,7.8,None,Remote,Low,Not required,None,None,"Complete	Tenda M3 V1.0.0.12 was discovered to contain a stack overflow via the function formMasterMng.
"
91,CVE-2022-32034,119,,Overflow,2022-07-01,2022-07-09,7.8,None,Remote,Low,Not required,None,None,"Complete	Tenda M3 V1.0.0.12 was discovered to contain a stack overflow via the items parameter in the function formdelMasteraclist.
"
92,CVE-2022-32033,119,,Overflow,2022-07-01,2022-07-09,7.8,None,Remote,Low,Not required,None,None,"Complete	Tenda AX1806 v1.0.0.1 was discovered to contain a stack overflow via the function formSetVirtualSer.
"
93,CVE-2022-32032,787,,Overflow,2022-07-01,2022-07-09,10.0,None,Remote,Low,Not required,Complete,Complete,"Complete	Tenda AX1806 v1.0.0.1 was discovered to contain a stack overflow via the deviceList parameter in the function formAddMacfilterRule.
"
94,CVE-2022-32031,119,,Overflow,2022-07-01,2022-07-09,7.8,None,Remote,Low,Not required,None,None,"Complete	Tenda AX1806 v1.0.0.1 was discovered to contain a stack overflow via the list parameter in the function fromSetRouteStatic.
"
95,CVE-2022-32030,119,,Overflow,2022-07-01,2022-07-09,7.8,None,Remote,Low,Not required,None,None,"Complete	Tenda AX1806 v1.0.0.1 was discovered to contain a stack overflow via the list parameter in the function formSetQosBand.
"
96,CVE-2022-31943,434,,,2022-07-01,2022-07-11,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	MCMS v5.2.8 was discovered to contain an arbitrary file upload vulnerability.
"
97,CVE-2022-31856,89,,Sql,2022-07-05,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Newsletter Module v3.x was discovered to contain a SQL injection vulnerability via the zemez_newsletter_email parameter at /index.php.
"
98,CVE-2022-31854,434,,,2022-07-07,2022-07-21,6.5,None,Remote,Low,???,Partial,Partial,"Partial	Codoforum v5.1 was discovered to contain an arbitrary file upload vulnerability via the logo change option in the admin panel.
"
99,CVE-2022-31836,22,,Dir. Trav.,2022-07-05,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	The leafInfo.match() function in Beego v2.0.3 and below uses path.join() to deal with wildcardvalues which can lead to cross directory risk.
"
100,CVE-2022-31605,502,,DoS Exec Code,2022-07-01,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	NVFLARE, versions prior to 2.1.2, contains a vulnerability in its utils module, where YAML files are loaded via yaml.load() instead of yaml.safe_load(). The deserialization of Untrusted Data, may allow an unprivileged network attacker to cause Remote Code Execution, Denial Of Service, and Impact to both Confidentiality and Integrity.
"
101,CVE-2022-31604,502,,DoS Exec Code,2022-07-01,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	NVFLARE, versions prior to 2.1.2, contains a vulnerability in its PKI implementation module, where The CA credentials are transported via pickle and no safe deserialization. The deserialization of Untrusted Data may allow an unprivileged network attacker to cause Remote Code Execution, Denial Of Service, and Impact to both Confidentiality and Integrity.
"
102,CVE-2022-31593,74,,Exec Code,2022-07-12,2022-07-16,6.5,None,Remote,Low,???,Partial,Partial,"Partial	SAP Business One client - version 10.0 allows an attacker with low privileges, to inject code that can be executed by the application. An attacker could thereby control the behavior of the application.
"
103,CVE-2022-31588,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The zippies/testplatform repository through 2016-07-19 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
104,CVE-2022-31587,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The yuriyouzhou/KG-fashion-chatbot repository through 2018-05-22 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
105,CVE-2022-31586,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The unizar-30226-2019-06/ChangePop-Back repository through 2019-06-04 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
106,CVE-2022-31585,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The umeshpatil-dev/Home__internet repository through 2020-08-28 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
107,CVE-2022-31584,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The stonethree/s3label repository through 2019-08-14 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
108,CVE-2022-31583,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The sravaniboinepelli/AutomatedQuizEval repository through 2020-04-27 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
109,CVE-2022-31582,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The shaolo1/VideoServer repository through 2019-09-21 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
110,CVE-2022-31581,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The scorelab/OpenMF repository before 2022-05-03 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
111,CVE-2022-31580,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The sanojtharindu/caretakerr-api repository through 2021-05-17 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
112,CVE-2022-31579,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The ralphjzhang/iasset repository through 2022-05-04 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
113,CVE-2022-31577,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The longmaoteamtf/audio_aligner_app repository through 2020-01-10 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
114,CVE-2022-31576,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The heidi-luong1109/shackerpanel repository through 2021-05-25 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
115,CVE-2022-31575,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The duducosmos/livro_python repository through 2018-06-06 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
116,CVE-2022-31574,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The deepaliupadhyay/RealEstate repository through 2018-11-30 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
117,CVE-2022-31573,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The chainer/chainerrl-visualizer repository through 0.1.1 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
118,CVE-2022-31572,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The ceee-vip/cockybook repository through 2015-04-16 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
119,CVE-2022-31571,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The akashtalole/python-flask-restful-api repository through 2019-09-16 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
120,CVE-2022-31570,22,,Dir. Trav.,2022-07-11,2022-07-15,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	The adriankoczuruek/ceneo-web-scrapper repository through 2021-03-15 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
121,CVE-2022-31569,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The RipudamanKaushikDal/projects repository through 2022-04-03 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
122,CVE-2022-31568,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Rexians/rex-web repository through 2022-06-05 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
123,CVE-2022-31567,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The DSABenchmark/DSAB repository through 2.1 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
124,CVE-2022-31565,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The yogson/syrabond repository through 2020-05-25 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
125,CVE-2022-31564,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The woduq1414/munhak-moa repository before 2022-05-03 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
126,CVE-2022-31563,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The whmacmac/vprj repository through 2022-04-06 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
127,CVE-2022-31562,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The waveyan/internshipsystem repository through 2018-05-22 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
128,CVE-2022-31561,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The varijkapil13/Sphere_ImageBackend repository through 2019-10-03 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
129,CVE-2022-31560,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The uncleYiba/photo_tag repository through 2020-08-31 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
130,CVE-2022-31559,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The tsileo/flask-yeoman repository through 2013-09-13 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
131,CVE-2022-31558,22,,Dir. Trav.,2022-07-11,2022-07-16,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The tooxie/shiva-server repository through 0.10.0 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
132,CVE-2022-31557,22,,Dir. Trav.,2022-07-11,2022-07-16,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The seveas/golem repository through 2016-05-17 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
133,CVE-2022-31556,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The rusyasoft/TrainEnergyServer repository through 2017-08-03 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
134,CVE-2022-31555,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The romain20100/nursequest repository through 2018-02-22 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
135,CVE-2022-31554,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The rohitnayak/movie-review-sentiment-analysis repository through 2017-05-07 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
136,CVE-2022-31553,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The rainsoupah/sleep-learner repository through 2021-02-21 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
137,CVE-2022-31552,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The project-anuvaad/anuvaad-corpus repository through 2020-11-23 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
138,CVE-2022-31551,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The pleomax00/flask-mongo-skel repository through 2012-11-01 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
139,CVE-2022-31550,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The olmax99/pyathenastack repository through 2019-11-08 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
140,CVE-2022-31549,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The olmax99/helm-flask-celery repository before 2022-05-25 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
141,CVE-2022-31548,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The nrlakin/homepage repository through 2017-03-06 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
142,CVE-2022-31547,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The noamezekiel/sphere repository through 2020-05-31 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
143,CVE-2022-31546,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The nlpweb/glance repository through 2014-06-27 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
144,CVE-2022-31545,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The ml-inory/ModelConverter repository through 2021-04-26 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
145,CVE-2022-31544,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The meerstein/rbtm repository through 1.5 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
146,CVE-2022-31543,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The maxtortime/SetupBox repository through 1.0 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
147,CVE-2022-31542,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The mandoku/mdweb repository through 2015-05-07 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
148,CVE-2022-31541,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The lyubolp/Barry-Voice-Assistant repository through 2021-01-18 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
149,CVE-2022-31540,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The kumardeepak/hin-eng-preprocessing repository through 2019-07-16 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
150,CVE-2022-31539,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The kotekan/kotekan repository through 2021.11 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
151,CVE-2022-31538,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The joaopedro-fg/mp-m08-interface repository through 2020-12-10 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
152,CVE-2022-31537,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The jmcginty15/Solar-system-simulator repository through 2021-07-26 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
153,CVE-2022-31536,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The jaygarza1982/ytdl-sync repository through 2021-01-02 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
154,CVE-2022-31535,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The freefood89/Fishtank repository through 2015-06-24 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
155,CVE-2022-31534,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The echoleegroup/PythonWeb repository through 2018-10-31 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
156,CVE-2022-31533,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The decentraminds/umbral repository through 2020-01-15 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
157,CVE-2022-31532,22,,Dir. Trav.,2022-07-11,2022-07-16,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The dankolbman/travel_blahg repository through 2016-01-16 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
158,CVE-2022-31531,22,,Dir. Trav.,2022-07-11,2022-07-16,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The dainst/cilantro repository through 0.0.4 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
159,CVE-2022-31530,22,,Dir. Trav.,2022-07-11,2022-07-16,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The csm-aut/csm repository through 3.5 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
160,CVE-2022-31529,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The cinemaproject/monorepo repository through 2021-03-03 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
161,CVE-2022-31528,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The bonn-activity-maps/bam_annotation_tool repository through 2021-08-31 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
162,CVE-2022-31527,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Wildog/flask-file-server repository through 2020-02-20 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
163,CVE-2022-31526,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The ThundeRatz/ThunderDocs repository through 2020-05-01 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
164,CVE-2022-31525,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The SummaLabs/DLS repository through 0.1.0 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
165,CVE-2022-31524,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The PureStorage-OpenConnect/swagger repository through 1.1.5 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
166,CVE-2022-31523,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The PaddlePaddle/Anakin repository through 0.1.1 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
167,CVE-2022-31522,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The NotVinay/karaokey repository through 2019-12-11 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
168,CVE-2022-31521,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Niyaz-Mohamed/mosaic repository through 1.0.0 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
169,CVE-2022-31520,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Luxas98/logstash-management-api repository through 2020-05-04 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
170,CVE-2022-31519,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Lukasavicus/WindMill repository through 1.0 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
171,CVE-2022-31518,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The JustAnotherSoftwareDeveloper/Python-Recipe-Database repository through 2021-03-31 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
172,CVE-2022-31517,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The HolgerGraef/MSM repository through 2021-04-20 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
173,CVE-2022-31516,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Harveyzyh/Python repository through 2022-05-04 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
174,CVE-2022-31515,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Delor4/CarceresBE repository through 1.0 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
175,CVE-2022-31514,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Caoyongqi912/Fan_Platform repository through 2021-04-20 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
176,CVE-2022-31513,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The BolunHan/Krypton repository through 2021-06-03 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
177,CVE-2022-31512,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The Atom02/flask-mvc repository through 2020-09-14 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
178,CVE-2022-31511,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The AFDudley/equanimity repository through 2014-04-23 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
"
179,CVE-2022-31510,22,,Dir. Trav.,2022-07-11,2022-07-15,6.4,None,Remote,Low,Not required,Partial,None,"Partial	The sergeKashkin/Simple-RAT repository before 2022-05-03 on GitHub allows absolute path traversal because the Flask send_file function is used unsafely.
